# feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12
33.28571,233.00000,2435.00000,0.00000,0.00000,1.00000,0.90113,2435.00000,233.00000,21.00000,2.00000,0.00000,2.00000
25.00000,175.00000,700.00000,1.00000,0.00000,0.00000,0.04679,700.00000,175.00000,34.00000,2.00000,0.00000,2.00000
31.00000,217.00000,1200.00000,1.00000,0.00000,1.00000,-1.09864,1200.00000,217.00000,34.00000,0.00000,0.00000,0.00000
33.14286,232.00000,1520.00000,1.00000,1.00000,0.00000,-1.05153,1520.00000,232.00000,35.00000,0.00000,0.00000,0.00000
33.71429,236.00000,2200.00000,0.00000,0.00000,1.00000,0.03357,2200.00000,236.00000,37.00000,2.00000,0.00000,2.00000
30.14286,211.00000,890.00000,1.00000,0.00000,0.00000,-1.37610,890.00000,211.00000,36.00000,0.00000,0.00000,0.00000
26.00000,182.00000,935.00000,1.00000,0.00000,1.00000,0.59256,935.00000,182.00000,32.00000,2.00000,0.00000,2.00000
32.00000,224.00000,1835.00000,0.00000,0.00000,1.00000,0.12514,1835.00000,224.00000,29.00000,2.00000,0.00000,2.00000
31.71429,222.00000,1950.00000,0.00000,0.00000,0.00000,0.91661,1950.00000,222.00000,36.00000,0.00000,0.00000,0.00000
28.00000,196.00000,650.00000,1.00000,0.00000,1.00000,-1.75945,650.00000,196.00000,30.00000,0.00000,0.00000,0.00000
28.00000,196.00000,1030.00000,1.00000,1.00000,0.00000,0.05585,1030.00000,196.00000,29.00000,0.00000,0.00000,0.00000
30.14286,211.00000,1105.00000,1.00000,1.00000,0.00000,-0.71715,1105.00000,211.00000,30.00000,0.00000,0.00000,0.00000
23.57143,165.00000,555.00000,0.00000,1.00000,0.00000,-0.21379,555.00000,165.00000,29.00000,0.00000,0.00000,0.00000
23.71429,166.00000,530.00000,1.00000,1.00000,0.00000,-0.60832,500.00000,166.00000,38.00000,2.00000,0.00000,2.00000
27.14286,190.00000,495.00000,1.00000,0.00000,1.00000,-2.21879,495.00000,190.00000,24.00000,2.00000,0.00000,2.00000
28.85714,202.00000,1560.00000,1.00000,0.00000,1.00000,1.49706,1560.00000,202.00000,31.00000,0.00000,0.00000,0.00000
29.00000,203.00000,1150.00000,1.00000,0.00000,1.00000,-0.27848,1150.00000,203.00000,28.00000,0.00000,0.00000,0.00000
31.57143,221.00000,1820.00000,0.00000,0.00000,1.00000,0.35962,1820.00000,221.00000,35.00000,0.00000,0.00000,0.00000
30.42857,213.00000,930.00000,1.00000,0.00000,0.00000,-1.36570,930.00000,213.00000,21.00000,0.00000,0.00000,0.00000
31.85714,223.00000,1810.00000,1.00000,0.00000,0.00000,0.43698,1810.00000,223.00000,31.00000,2.00000,0.00000,2.00000
